year,name,gross,theaters,totalGross,relDate,distributor
1985,Santa Claus: The Movie,"$22,614,723","1,585","$23,717,291",Nov 27,TriStar Pictures
1985,Friday the 13th: A New Beginning,"$21,930,418","1,759","$21,930,418",Mar 22,Paramount Pictures
1985,The Black Cauldron,"$21,288,692","1,276","$21,288,692",Jul 26,Walt Disney Studios Motion Pictures
1985,Porky's Revenge,"$20,518,905","1,423","$20,518,905",Mar 22,Twentieth Century Fox
1985,Code of Silence,"$20,345,361","1,810","$20,345,361",May 3,Orion Pictures
1985,Volunteers,"$19,875,740","1,560","$19,875,740",Aug 16,TriStar Pictures
1985,The Care Bears Movie,"$18,772,584","1,003","$22,934,622",Mar 29,The Samuel Goldwyn Company
1985,Year of the Dragon,"$18,707,466",982,"$18,707,466",Aug 16,Metro-Goldwyn-Mayer (MGM)
1985,Micki + Maude,"$18,497,614",876,"$26,080,861",Dec 21,Columbia Pictures
1985,Ladyhawke,"$18,432,000","1,056","$18,432,000",Apr 12,Warner Bros.
1985,A Nightmare on Elm Street,"$17,760,923",380,"$25,504,513",Nov 9,New Line Cinema
1985,The Flamingo Kid,"$17,666,225",753,"$23,859,382",Dec 21,Twentieth Century Fox
1985,Invasion U.S.A.,"$17,536,256","1,735","$17,536,256",Sep 27,Cannon Film Distributors
1985,To Live and Die in L.A.,"$17,307,019","1,135","$17,307,019",Nov 1,Metro-Goldwyn-Mayer (MGM)
1985,The Falcon and The Snowman,"$17,130,087",914,"$17,130,087",Jan 25,Orion Pictures
1985,Protocol,"$16,861,625",904,"$26,186,631",Dec 21,Warner Bros.
1985,The Sure Thing,"$16,803,763","1,115","$18,135,531",Mar 1,Metro-Goldwyn-Mayer (MGM)
1985,Out of Africa,"$16,705,779","1,102","$87,071,205",Dec 20,Universal Pictures
1985,The Gods Must Be Crazy,"$16,276,730",147,"$30,031,783",Apr 6,Twentieth Century Fox
1985,Starman,"$16,217,635","1,271","$28,744,356",Dec 14,Columbia Pictures
1985,Death Wish 3,"$16,116,878","1,460","$16,116,878",Nov 1,Cannon Film Distributors
1985,King Solomon's Mines,"$15,057,465","1,122","$15,057,465",Nov 22,Cannon Film Distributors
1985,Baby: Secret of the Lost Legend,"$14,972,297","1,277","$14,972,297",Mar 22,Walt Disney Studios Motion Pictures
1985,2010: The Year We Make Contact,"$14,450,136","1,213","$40,400,657",Dec 7,Metro-Goldwyn-Mayer (MGM)
1985,Remo Williams: The Adventure Begins,"$14,393,902","1,175","$14,393,902",Oct 11,Orion Pictures
1985,Pinocchio,"$14,384,059","1,309","$26,414,038",Dec 21,Walt Disney Studios Motion Pictures
1985,The Return of the Living Dead,"$14,237,880","1,506","$14,237,880",Aug 16,Orion Pictures
1985,Real Genius,"$14,136,524",990,"$12,952,019",Aug 9,TriStar Pictures
1985,Tomboy,"$14,100,000",409,"$14,100,000",Jan 25,Crown
1985,The Cotton Club,"$14,080,475",809,"$25,928,721",Dec 14,Orion Pictures
1985,Follow That Bird,"$13,961,370","1,129","$13,961,370",Aug 2,Warner Bros.
1985,One Magic Christmas,"$13,677,222",827,"$13,677,222",Nov 22,Walt Disney Studios Motion Pictures
1985,City Heat,"$13,619,556","1,655","$38,348,988",Dec 7,Warner Bros.
1985,Cat's Eye,"$13,086,298","1,492","$13,086,298",Apr 12,Metro-Goldwyn-Mayer (MGM)
1985,Vision Quest,"$12,993,175",993,"$12,993,175",Feb 15,Warner Bros.
1985,Perfect,"$12,918,858","1,344","$12,918,858",Jun 7,Columbia Pictures
1985,Compromising Positions,"$12,531,831",574,"$12,531,831",Aug 30,Paramount Pictures
1985,Silver Bullet,"$12,361,866","1,285","$12,361,866",Oct 11,Paramount Pictures
1985,Young Sherlock Holmes,"$12,105,004","1,502","$19,739,575",Dec 6,Paramount Pictures
1985,Dune,"$11,910,299",975,"$30,925,690",Dec 14,Universal Pictures
1985,Lifeforce,"$11,603,545","1,526","$11,603,545",Jun 21,TriStar Pictures
1985,Just One of the Guys,"$11,528,900","1,215","$11,528,900",Apr 26,Columbia Pictures
1985,Star Wars: Episode VI - Return of the Jedi,"$11,252,123",894,"$11,252,123",Mar 29,Twentieth Century Fox
1985,Return to Oz,"$11,137,801","1,238","$11,137,801",Jun 21,Walt Disney Studios Motion Pictures
1985,Krush Groove,"$11,052,713",519,"$11,052,713",Oct 25,Warner Bros.
1985,Gotcha!,"$10,806,919","1,218","$10,806,919",May 3,Universal Pictures
1985,Missing in Action 2: The Beginning,"$10,755,447","1,336","$10,755,447",Mar 1,Cannon Film Distributors
1985,One Hundred and One Dalmatians,"$10,628,903","1,185","$33,049,729",Dec 20,Walt Disney Studios Motion Pictures
1985,Moving Violations,"$10,627,754","1,325","$10,627,754",Apr 19,Twentieth Century Fox
1985,The River,"$10,523,949","1,001","$11,489,982",Dec 21,Universal Pictures
1985,American Warrior,"$10,499,694",672,"$10,499,694",Aug 30,Cannon Film Distributors
1985,Better Off Dead...,"$10,297,601",650,"$10,297,601",Aug 23,Warner Bros.
1985,After Hours,"$10,251,400",503,"$10,609,321",Sep 13,Warner Bros.
1985,The Purple Rose of Cairo,"$9,913,004",419,"$10,631,333",Mar 1,Orion Pictures
1985,Explorers,"$9,873,044","1,750","$9,873,044",Jul 12,Paramount Pictures
1985,Johnny Dangerously,"$9,773,954","1,106","$17,124,395",Dec 21,Twentieth Century Fox
1985,The Journey of Natty Gann,"$9,708,373",362,"$9,708,373",Sep 27,Walt Disney Studios Motion Pictures
1985,Once Bitten,"$9,591,171","1,095","$10,000,000",Nov 15,The Samuel Goldwyn Company
1985,Ghostbusters,"$9,389,135",990,"$9,389,135",Aug 23,Columbia Pictures
1985,Sweet Dreams,"$9,085,049",778,"$9,085,049",Oct 4,TriStar Pictures
1985,Target,"$9,023,199","1,085","$9,023,199",Nov 8,Warner Bros.
1985,Mischief,"$8,692,426","1,221","$8,692,426",Feb 8,Twentieth Century Fox
1985,The Man with One Red Shoe,"$8,645,411","1,049","$8,645,411",Jul 19,Twentieth Century Fox
1985,That Was Then... This Is Now,"$8,630,068",800,"$8,630,068",Nov 8,Paramount Pictures
1985,Secret Admirer,"$8,622,757","1,300","$8,622,757",Jun 14,Orion Pictures
1985,The Color Purple,"$8,612,283","1,109","$94,175,854",Dec 20,Warner Bros.
1985,Tuff Turf,"$8,546,560",653,"$9,369,329",Jan 11,Orion Pictures
1985,Stick,"$8,489,518","1,173","$8,489,518",Apr 26,Universal Pictures
1985,1984,"$8,430,492",295,"$8,430,492",Dec 14,The Samuel Goldwyn Company
1985,Clue,"$8,346,907","1,022","$14,643,997",Dec 13,Paramount Pictures
1985,Breakin' 2: Electric Boogaloo,"$8,337,490",908,"$15,101,131",Dec 21,TriStar Pictures
1985,Ghostbusters,"$8,322,992","1,506","$229,242,989",Jun 8,Columbia Pictures
1985,Lost in America,"$8,150,613",315,"$10,179,000",Mar 15,Warner Bros.
1985,D.A.R.Y.L.,"$7,840,873","1,100","$7,840,873",Jun 14,Paramount Pictures
1985,The Trip to Bountiful,"$7,491,903",1,"$7,491,903",Dec 20,Island Pictures
1985,A Nightmare on Elm Street 2: Freddy's Revenge,"$7,267,189",614,"$29,999,213",Nov 1,New Line Cinema
1985,Transylvania 6-5000,"$7,196,872",701,"$7,196,872",Nov 8,New World Pictures
1985,Red Sonja,"$6,948,633","1,091","$6,948,633",Jul 5,Metro-Goldwyn-Mayer (MGM)
1985,A Chorus Line,"$6,580,679",680,"$14,202,899",Dec 13,Columbia Pictures
1985,Into the Night,"$6,519,634","1,096","$7,562,164",Feb 22,Universal Pictures
1985,Girls Just Want to Have Fun,"$6,326,051",613,"$6,326,051",Apr 12,New World Pictures
1985,Plenty,"$6,148,000",228,"$6,148,000",Sep 19,Twentieth Century Fox
1985,Rustlers' Rhapsody,"$6,090,497","1,480","$6,090,497",May 10,Paramount Pictures
1985,Heaven Help Us,"$6,070,794","1,003","$6,070,794",Feb 8,Metro-Goldwyn-Mayer (MGM)
1985,Gymkata,"$5,730,596",654,"$5,730,596",May 3,Metro-Goldwyn-Mayer (MGM)
1985,Enemy Mine,"$5,668,036",713,"$12,303,411",Dec 20,Twentieth Century Fox
1985,Avenging Angel,"$5,622,787",525,"$5,622,787",Jan 11,New World Pictures
1985,Creator,"$5,349,607",820,"$5,349,607",Sep 20,Universal Pictures
1985,Fantasia,"$5,257,794",225,"$8,194,726",Feb 8,Walt Disney Studios Motion Pictures
1985,Places in the Heart,"$5,212,576",868,"$34,901,614",Sep 21,TriStar Pictures
1985,King David,"$5,111,099",731,"$5,111,099",Mar 29,Paramount Pictures
1985,Day of the Dead,"$5,000,000",168,"$5,000,000",Jul 19
1985,Kiss of the Spider Woman,"$4,944,587",204,"$17,005,229",Jul 26,Island Alive
1985,Gremlins,"$4,914,643","1,174","$4,914,643",Aug 30,Warner Bros.
1985,Rainbow Brite and the Star Stealer,"$4,889,971","1,090","$4,889,971",Nov 15,Warner Bros.
1985,The Company of Wolves,"$4,389,334",995,"$4,389,334",Apr 19,Cannon Film Distributors
1985,The Mean Season,"$4,349,446",876,"$4,349,446",Feb 15,Orion Pictures
1985,That's Dancing!,"$4,210,938",906,"$4,210,938",Jan 18,Metro-Goldwyn-Mayer (MGM)
1985,My Science Project,"$4,122,748","1,003","$4,122,748",Aug 9,Walt Disney Studios Motion Pictures
1985,Godzilla 1985,"$4,116,395",235,"$4,116,395",Aug 23,New World Pictures
1985,The Heavenly Kid,"$3,852,271","1,019","$3,852,271",Jul 26,Orion Pictures
1985,Mrs. Soffel,"$3,766,072",801,"$4,385,312",Dec 28,Metro-Goldwyn-Mayer (MGM)
1985,Turk 182,"$3,594,997",801,"$3,594,997",Feb 15,Twentieth Century Fox
1985,The Bride,"$3,558,669",980,"$3,558,669",Aug 16,Columbia Pictures
1985,Runaway,"$3,352,848",720,"$6,770,587",Dec 14,TriStar Pictures
1985,Fraternity Vacation,"$3,333,306",348,"$3,333,306",Apr 12,New World Pictures
1985,Starchaser: The Legend of Orin,"$3,192,992","1,020","$3,360,800",Nov 22,Atlantic Releasing Corporation
1985,The Legend of Billie Jean,"$3,099,497",903,"$3,099,497",Jul 19,TriStar Pictures
1985,Rappin',"$2,864,844","1,150","$2,864,844",May 10,Cannon Film Distributors
1985,Fast Forward,"$2,791,350","1,162","$2,791,350",Feb 15,Columbia Pictures
1985,Bad Medicine,"$2,685,453",731,"$2,685,453",Nov 22,Twentieth Century Fox
1985,Maxie,"$2,564,278",778,"$2,564,278",Sep 27,Orion Pictures
1985,A Private Function,"$2,527,088",40,"$2,527,088",Mar 1,Island Alive
1985,The Terminator,"$2,425,604","1,112","$38,371,200",Oct 26,Orion Pictures
1985,The Quiet Earth,"$2,123,135",1,"$2,123,135",Oct 18,Skouras Pictures
1985,Marie,"$2,063,381",465,"$2,507,995",Sep 27,Metro-Goldwyn-Mayer (MGM)
1985,Re-Animator,"$2,023,414",185,"$2,023,414",Oct 18,Empire Pictures
1985,Bring on the Night,"$1,890,571",409,"$1,890,571",Nov 8,The Samuel Goldwyn Company
1985,A Sunday in the Country,"$1,887,287",16,"$2,411,143",Nov 16,Metro-Goldwyn-Mayer (MGM)
1985,Falling in Love,"$1,880,084",807,"$11,129,057",Nov 21,Paramount Pictures
1985,The Slugger's Wife,"$1,878,561",898,"$1,878,561",Mar 29,Columbia Pictures
1985,Heavenly Bodies,"$1,839,623","1,504","$1,839,623",Feb 1,Metro-Goldwyn-Mayer (MGM)
1985,A Soldier's Story,"$1,700,203",581,"$21,821,347",Sep 14,Columbia Pictures
1985,"Paris, Texas","$1,669,865",8,"$2,181,987",Nov 2,Twentieth Century Fox
1985,American Flyers,"$1,420,355",5,"$1,420,355",Aug 16,Warner Bros.
1985,Birdy,"$1,381,425",18,"$1,455,045",Dec 21,TriStar Pictures
1985,The Perils of Gwendoline in the Land of the Yik Yak,"$1,337,274",500,"$1,337,274",Jan 25,The Samuel Goldwyn Company
1985,The Aviator,"$1,304,192",342,"$1,304,192",Mar 1,Metro-Goldwyn-Mayer (MGM)
1985,Wetherby,"$1,299,985",30,"$1,299,985",Jul 19,Metro-Goldwyn-Mayer (MGM)
1985,Dreamchild,"$1,224,964",3,"$1,215,923",Oct 4,Universal Pictures
1985,DEFCON-4,"$1,057,064",54,"$1,057,064",Mar 15,New World Pictures
1985,Supergirl,"$902,456","1,620","$14,296,438",Nov 21,TriStar Pictures
1985,Code Name: Emerald,"$561,548",195,"$561,548",Sep 27,Metro-Goldwyn-Mayer (MGM)
1985,Mishima: A Life in Four Chapters,"$437,547",14,"$437,547",Sep 13,Warner Bros.
1985,Missing in Action,"$402,204","1,209","$22,812,411",Nov 16,Cannon Film Distributors
1985,The Holcroft Covenant,"$393,825",73,"$393,825",Oct 18,Universal Pictures
1985,Subway,"$390,659",5,"$390,659",Nov 6,Island Alive
1985,Sylvester,"$385,687",35,"$385,687",Mar 15,Columbia Pictures
1985,Movers & Shakers,"$342,438",13,"$372,438",May 3,Metro-Goldwyn-Mayer (MGM)
1985,Private Resort,"$331,816",102,"$331,816",May 3,TriStar Pictures
1985,"Oh, God! You Devil","$309,456","1,384","$21,538,850",Nov 9,Warner Bros.
1985,Eleni,"$305,102",4,"$305,102",Nov 1,Warner Bros.
1985,The New Kids,"$199,108",102,"$199,108",Jan 18,Columbia Pictures
1985,Revolution,"$104,836",30,"$358,574",Dec 25,Warner Bros.
1985,Night of the Comet,"$102,872","1,098","$14,418,922",Nov 16,Atlantic Releasing Corporation
1985,Fandango,"$91,666",27,"$91,666",Jan 25,Warner Bros.
1985,Murphy's Romance,"$86,975","1,046","$30,867,525",Dec 27,Columbia Pictures
1985,Brazil,"$86,918",173,"$9,929,135",Dec 18,Universal Pictures
1985,Fool for Love,"$81,095",57,"$836,156",Dec 6,Cannon Film Distributors
1985,The Official Story,"$29,426",1,"$29,426",Nov 8
1985,Trouble in Mind,"$19,632",1,"$19,632",Dec 11,Alive Films
1985,Smooth Talk,"$16,785",2,"$16,785",Nov 15
1985,When Father Was Away on Business,"$16,131",1,"$16,131",Oct 11,Cannon Film Distributors
1985,Colonel Redl,"$2,357",1,"$2,357",Oct 4,Orion Classics
