year,name,gross,theaters,totalGross,relDate,distributor
1997,The MatchMaker,"$3,392,080",705,"$3,392,080",Oct 3,Gramercy Pictures (I)
1997,A Smile Like Yours,"$3,330,352",582,"$3,330,352",Aug 22,Paramount Pictures
1997,Waiting for Guffman,"$2,923,982",59,"$2,923,982",Jan 31,Sony Pictures Classics
1997,When We Were Kings,"$2,764,303",92,"$2,789,985",Oct 25,Gramercy Pictures (I)
1997,One Night Stand,"$2,642,983",407,"$2,642,983",Nov 14,New Line Cinema
1997,In the Company of Men,"$2,515,902",108,"$2,804,473",Aug 1,Sony Pictures Classics
1997,Deconstructing Harry,"$2,420,000",445,"$10,686,841",Dec 12,Fine Line Features
1997,Career Girls,"$2,416,734",148,"$2,416,734",Aug 8,October Films
1997,Smilla's Sense of Snow,"$2,373,011",135,"$2,372,903",Feb 28,Fox Searchlight Pictures
1997,Shadow Conspiracy,"$2,312,463",837,"$2,312,463",Jan 31,Walt Disney Studios Motion Pictures
1997,The Daytrippers,"$2,099,677",52,"$2,099,677",Mar 5,Sony Pictures Entertainment (SPE)
1997,Masterminds,"$1,935,539","1,186","$1,935,539",Aug 22,Sony Pictures Entertainment (SPE)
1997,Crash,"$1,926,473",339,"$2,664,812",Oct 4,Fine Line Features
1997,Steel,"$1,710,972","1,260","$1,710,972",Aug 15,Warner Bros.
1997,Brassed Off,"$1,637,595",231,"$2,576,331",May 23,Miramax
1997,Rhyme & Reason,"$1,608,277",280,"$1,608,277",Mar 7,Miramax
1997,City of Industry,"$1,568,258",441,"$1,568,258",Mar 14,Orion Pictures
1997,The Godfather,"$1,267,490",40,"$1,267,490",Mar 21,Paramount Pictures
1997,Temptress Moon,"$1,100,788",46,"$1,100,788",Jun 13,Miramax
1997,Blood and Wine,"$1,094,668",166,"$1,094,668",Feb 21,Fox Searchlight Pictures
