year,name,gross,theaters,totalGross,relDate,distributor
1994,The Air Up There,"$21,011,318","1,721","$21,011,318",Jan 7,Miramax
1994,Iron Will,"$21,006,361","2,036","$21,006,361",Jan 14,Walt Disney Studios Motion Pictures
1994,Reality Bites,"$20,982,557","1,175","$20,982,557",Feb 18,Universal Pictures
1994,Drop Zone,"$20,892,244","2,055","$28,735,315",Dec 9,Paramount Pictures
1994,Jason's Lyric,"$20,851,521",804,"$20,851,521",Sep 30,Gramercy Pictures (I)
1994,The Cowboy Way,"$20,280,016","1,833","$20,280,016",Jun 3,Universal Pictures
1994,Only You,"$20,059,210","1,617","$20,059,210",Oct 7,TriStar Pictures
1994,With Honors,"$20,016,254","1,222","$20,016,254",Apr 29,Warner Bros.
1994,Color of Night,"$19,726,050","1,740","$19,726,050",Aug 19,Walt Disney Studios Motion Pictures
1994,8 Seconds,"$19,623,396",838,"$19,623,396",Feb 25,New Line Cinema
1994,Quiz Show,"$19,603,483",822,"$24,822,619",Sep 16,Walt Disney Studios Motion Pictures
1994,Léon: The Professional,"$19,501,238","1,220","$19,501,238",Nov 18,Sony Pictures Entertainment (SPE)
1994,Little Giants,"$19,306,362","2,022","$19,306,362",Oct 14,Warner Bros.
1994,House Party 3,"$19,281,235",855,"$19,281,235",Jan 14,New Line Cinema
1994,Getting Even with Dad,"$18,869,594","1,955","$18,869,594",Jun 17,Metro-Goldwyn-Mayer (MGM)
1994,Love Affair,"$18,272,894","1,585","$18,272,894",Oct 21,Warner Bros.
1994,"Corrina, Corrina","$18,244,319",972,"$20,164,171",Aug 12,New Line Cinema
1994,Sugar Hill,"$18,225,518",859,"$18,225,518",Feb 25,Twentieth Century Fox
1994,Jurassic Park,"$18,138,307","2,566","$357,067,947",Jun 11,Universal Pictures
1994,Milk Money,"$18,137,661","1,361","$18,137,661",Sep 2,Paramount Pictures
1994,New Nightmare,"$18,090,181","1,873","$18,090,181",Oct 14,New Line Cinema
1994,Street Fighter,"$17,662,440","1,738","$33,423,521",Dec 23,Universal Pictures
1994,My Girl 2,"$17,359,799","1,853","$17,359,799",Feb 11,Columbia Pictures
1994,Miracle on 34th Street,"$17,320,136","1,255","$17,320,136",Nov 18,Twentieth Century Fox
1994,The War,"$16,928,556","1,537","$16,928,556",Nov 4,Universal Pictures
1994,Baby's Day Out,"$16,827,402","1,707","$16,827,402",Jul 1,Twentieth Century Fox
1994,Lightning Jack,"$16,821,273","1,733","$16,821,273",Mar 11
1994,Andre,"$16,820,893","1,469","$16,820,893",Aug 19,Paramount Pictures
1994,Blink,"$16,696,219","1,540","$16,696,219",Jan 28,New Line Cinema
1994,Terminal Velocity,"$16,487,349","1,797","$16,487,349",Sep 23,Walt Disney Studios Motion Pictures
1994,Monkey Trouble,"$16,453,258","1,413","$16,453,258",Mar 18,New Line Cinema
1994,Above the Rim,"$16,192,320",891,"$16,192,320",Mar 25,New Line Cinema
1994,The Getaway,"$16,094,974","1,659","$16,094,974",Feb 11,Universal Pictures
1994,Little Women,"$15,999,996","1,579","$50,083,616",Dec 21,Sony Pictures Entertainment (SPE)
1994,The Shawshank Redemption,"$15,965,272",972,"$28,341,469",Sep 23,Columbia Pictures
1994,Richie Rich,"$15,690,106","1,761","$38,087,756",Dec 21,Warner Bros.
1994,The Jungle Book,"$15,406,382","2,012","$43,229,904",Dec 25,Walt Disney Studios Motion Pictures
1994,No Escape,"$15,339,030","1,765","$15,339,030",Apr 29
1994,Bad Girls,"$15,240,435","2,012","$15,240,435",Apr 22,Twentieth Century Fox
1994,Threesome,"$14,815,317","1,218","$14,815,317",Apr 8,TriStar Pictures
1994,The Pagemaster,"$13,670,688","1,803","$13,670,688",Nov 23,Twentieth Century Fox
1994,Crooklyn,"$13,642,861","1,035","$13,642,861",May 13,Universal Pictures
1994,Bullets Over Broadway,"$13,383,747",278,"$13,383,747",Oct 21,Miramax
1994,Greedy,"$13,137,484","1,732","$13,137,484",Mar 4,Universal Pictures
1994,Speechless,"$12,737,273","1,404","$20,667,959",Dec 16,Metro-Goldwyn-Mayer (MGM)
1994,Little Big League,"$12,267,790","1,606","$12,267,790",Jul 1,Columbia Pictures
1994,3 Ninjas Kick Back,"$11,798,854","2,043","$11,798,854",May 6,TriStar Pictures
1994,The Ref,"$11,439,193",861,"$11,439,193",Mar 9,Walt Disney Studios Motion Pictures
1994,Cops and Robbersons,"$11,391,093","1,836","$11,391,093",Apr 15,TriStar Pictures
1994,Thumbelina,"$11,373,501","1,502","$11,373,501",Apr 1,Warner Bros.
1994,Wayne's World 2,"$11,327,543","2,400","$48,197,805",Dec 10,Paramount Pictures
1994,"The Adventures of Priscilla, Queen of the Desert","$11,220,670",192,"$11,220,670",Aug 10,Gramercy Pictures (I)
1994,Camp Nowhere,"$10,475,705","1,367","$10,475,705",Aug 26,Walt Disney Studios Motion Pictures
1994,I'll Do Anything,"$10,424,645","1,205","$10,424,645",Feb 4,Columbia Pictures
1994,Martin Lawrence: You So Crazy,"$10,184,701",517,"$10,184,701",Apr 29,The Samuel Goldwyn Company
1994,Lassie,"$9,979,683","1,785","$9,979,683",Jul 22,Paramount Pictures
1994,The Swan Princess,"$9,771,658","1,406","$9,771,658",Nov 18,New Line Cinema
1994,What's Eating Gilbert Grape,"$9,755,695",611,"$10,032,765",Dec 17,Paramount Pictures
1994,Angie,"$9,398,308","1,169","$9,398,308",Mar 4,Walt Disney Studios Motion Pictures
1994,The Inkwell,"$8,880,705",513,"$8,880,705",Apr 22,Walt Disney Studios Motion Pictures
1994,White Fang 2: Myth of the White Wolf,"$8,878,839","1,877","$8,878,839",Apr 15,Walt Disney Studios Motion Pictures
1994,I.Q.,"$8,836,526","1,412","$26,381,221",Dec 25,Paramount Pictures
1994,Nell,"$8,737,072","1,236","$33,683,817",Dec 16,Twentieth Century Fox
1994,The Puppet Masters,"$8,647,042","1,482","$8,647,042",Oct 21,Walt Disney Studios Motion Pictures
1994,Blankman,"$7,941,977","1,615","$7,941,977",Aug 19,Columbia Pictures
1994,The Chase,"$7,924,955","1,633","$7,924,955",Mar 4,Twentieth Century Fox
1994,Cool Runnings,"$7,920,163","1,832","$68,856,263",Oct 1,Walt Disney Studios Motion Pictures
1994,The Next Karate Kid,"$7,911,380","1,489","$8,914,777",Aug 12,Columbia Pictures
1994,Serial Mom,"$7,820,688",560,"$7,820,688",Apr 13
1994,Surviving the Game,"$7,727,256","1,034","$7,727,256",Apr 15,New Line Cinema
1994,Clifford,"$7,408,745","1,023","$7,408,745",Apr 1,Orion Pictures
1994,The Fugitive,"$7,406,538","2,425","$183,875,760",Aug 6,Warner Bros.
1994,Clean Slate,"$7,355,425","1,474","$7,355,425",May 6,Metro-Goldwyn-Mayer (MGM)
1994,Eat Drink Man Woman,"$7,294,403",217,"$7,294,403",Aug 3,The Samuel Goldwyn Company
1994,Barcelona,"$7,266,973",274,"$7,266,973",Jul 29,Fine Line Features
1994,North,"$7,182,747","1,481","$7,182,747",Jul 22,Columbia Pictures
1994,Fresh,"$7,008,401",413,"$8,094,616",Aug 19,Miramax
1994,Trial by Jury,"$6,971,777","1,401","$6,971,777",Sep 9,Warner Bros.
1994,Exit to Eden,"$6,841,570","1,670","$6,841,570",Oct 14
1994,Sirens,"$6,806,526",299,"$7,770,731",Mar 4,Miramax
1994,The Road to Wellville,"$6,562,513",806,"$6,562,513",Oct 28,Sony Pictures Entertainment (SPE)
1994,The House of the Spirits,"$6,265,311",476,"$6,265,311",Apr 1,Miramax
1994,Widows' Peak,"$6,243,722",193,"$6,243,722",May 13,Fine Line Features
1994,The Three Musketeers,"$6,201,676","2,128","$53,898,845",Nov 12,Walt Disney Studios Motion Pictures
1994,Trapped in Paradise,"$6,017,509","1,286","$6,017,509",Dec 2,Twentieth Century Fox
1994,Short Cuts,"$5,913,470",165,"$6,110,979",Oct 1,Fine Line Features
1994,Ed Wood,"$5,887,457",623,"$5,887,457",Sep 30,Walt Disney Studios Motion Pictures
1994,Six Degrees of Separation,"$5,791,496",201,"$6,405,918",Dec 10,Metro-Goldwyn-Mayer (MGM)
1994,Airheads,"$5,751,882","1,229","$5,751,882",Aug 5,Twentieth Century Fox
1994,Geronimo: An American Legend,"$5,150,924","1,636","$18,635,620",Dec 10,Columbia Pictures
1994,Heaven & Earth,"$4,917,032",781,"$5,864,949",Dec 25,Warner Bros.
1994,Ready to Wear,"$4,890,913",736,"$11,300,653",Dec 25,Miramax
1994,Little Buddha,"$4,858,139",139,"$4,858,139",May 27,Miramax
1994,Addams Family Values,"$4,690,134","2,577","$48,919,043",Nov 19,Paramount Pictures
1994,Black Beauty,"$4,630,377","1,312","$4,630,377",Jul 29,Warner Bros.
1994,Ghost in the Machine,"$4,628,800","1,031","$5,086,909",Dec 31,Twentieth Century Fox
1994,Wagons East,"$4,412,297","1,771","$4,412,297",Aug 26,TriStar Pictures
1994,Brainscan,"$4,352,094","1,221","$4,352,094",Apr 22,Triumph Releasing Corporation
1994,PCU,"$4,330,020","1,741","$4,330,020",Apr 29,Twentieth Century Fox
1994,Mixed Nuts,"$4,326,455","1,318","$6,821,850",Dec 21,Sony Pictures Entertainment (SPE)
1994,Jimmy Hollywood,"$3,783,003",944,"$3,783,003",Apr 1,Paramount Pictures
1994,Cabin Boy,"$3,662,459",593,"$3,662,459",Jan 7,Walt Disney Studios Motion Pictures
1994,A Simple Twist of Fate,"$3,430,583",319,"$3,430,583",Sep 2,Walt Disney Studios Motion Pictures
1994,Gunmen,"$3,411,885",802,"$3,411,885",Feb 4,Dimension Films
1994,Blue Sky,"$3,359,465",205,"$3,359,465",Sep 16,Orion Pictures
1994,Squanto: A Warrior's Tale,"$3,342,223","1,022","$3,342,223",Oct 28,Walt Disney Studios Motion Pictures
1994,Romeo Is Bleeding,"$3,275,585",247,"$3,275,585",Feb 4,Gramercy Pictures (I)
1994,Silent Fall,"$3,180,674","1,253","$3,180,674",Oct 28,Warner Bros.
1994,The Favor,"$3,134,381","1,029","$3,134,381",Apr 29,Orion Pictures
1994,Princess Caraboo,"$3,062,530",301,"$3,062,530",Sep 16,TriStar Pictures
1994,China Moon,"$3,038,499",377,"$3,038,499",Mar 4,Orion Pictures
1994,Clerks,"$3,017,449",96,"$3,151,130",Oct 19,Miramax
1994,A Perfect World,"$2,967,467","1,964","$31,130,999",Nov 24,Warner Bros.
1994,The Hudsucker Proxy,"$2,816,518",126,"$2,816,518",Mar 11,Warner Bros.
1994,The Scout,"$2,694,234","1,585","$2,694,234",Sep 30,Twentieth Century Fox
1994,Red Rock West,"$2,502,551",22,"$2,502,551",Jan 28,Roxie Releasing
1994,Backbeat,"$2,392,589",211,"$2,392,589",Apr 15,Gramercy Pictures (I)
1994,Double Dragon,"$2,341,309","1,087","$2,341,309",Nov 4,Gramercy Pictures (I)
1994,A Good Man in Africa,"$2,308,390",794,"$2,308,390",Sep 9,Gramercy Pictures (I)
1994,Leprechaun 2,"$2,260,622",252,"$2,260,622",Apr 8,Trimark Pictures
1994,Batman: Mask of the Phantasm,"$2,162,866","1,506","$5,617,391",Dec 25,Warner Bros.
1994,The Endless Summer 2,"$2,155,385",302,"$2,155,385",Jun 3,New Line Cinema
1994,The Princess and the Goblin,"$2,105,078",795,"$2,105,078",Jun 3,Hemdale
1994,The Remains of the Day,"$1,911,296",517,"$23,237,911",Nov 5,Columbia Pictures
1994,Bitter Moon,"$1,862,805",62,"$1,862,805",Mar 18,Fine Line Features
1994,Screen Two: The Clothes in the Wardrobe,"$1,734,977",63,"$2,106,846",Dec 21,The Samuel Goldwyn Company
1994,Even Cowgirls Get the Blues,"$1,708,873",533,"$1,708,873",May 20,Fine Line Features
1994,Death Wish: The Face of Death,"$1,702,394",248,"$1,702,394",Jan 14,Trimark Pictures
1994,Naked,"$1,696,875",26,"$1,769,305",Dec 17,New Line Cinema
1994,Chasers,"$1,596,687",782,"$1,596,687",Apr 22,Warner Bros.
1994,Being Human,"$1,519,366",224,"$1,519,366",May 6,Warner Bros.
1994,Spanking the Monkey,"$1,359,736",37,"$1,359,736",Jul 15,Fine Line Features
1994,Radioland Murders,"$1,316,865",844,"$1,316,865",Oct 21,Universal Pictures
1994,"Car 54, Where Are You?","$1,238,080",608,"$1,238,080",Jan 28,Orion Pictures
1994,Three Colors: White,"$1,237,219",38,"$1,237,219",Jun 10,Miramax
1994,A Million to Juan,"$1,220,842",181,"$1,220,842",May 13,The Samuel Goldwyn Company
1994,Three Colors: Blue,"$1,112,107",19,"$1,324,974",Nov 30,Miramax
1994,Cobb,"$1,007,583",4,"$1,007,583",Dec 2,Warner Bros.
1994,The War Room,"$866,004",21,"$901,668",Nov 3,October Films
1994,Mother's Boys,"$737,548",140,"$737,548",Mar 18,Miramax
