year,name,gross,theaters,totalGross,relDate,distributor
2008,The Eye,"$31,418,697","2,470","$31,418,697",Feb 1,Lionsgate
2008,Leatherheads,"$31,373,938","2,798","$31,373,938",Apr 4,Universal Pictures
2008,Zack and Miri Make a Porno,"$31,213,743","2,735","$31,457,946",Oct 31,The Weinstein Company
2008,Mirrors,"$30,691,439","2,664","$30,691,439",Aug 15,Twentieth Century Fox
2008,Space Chimps,"$30,105,968","2,538","$30,105,968",Jul 18,Twentieth Century Fox
2008,The Bank Job,"$30,060,660","1,613","$30,060,660",Mar 7,Lionsgate
2008,Untraceable,"$28,687,835","2,368","$28,687,835",Jan 25,Screen Gems
2008,P.S. I Love You,"$28,405,687","2,471","$53,695,808",Dec 21,Warner Bros.
2008,Charlie Wilson's War,"$27,996,250","2,594","$66,661,095",Dec 21,Universal Pictures
2008,The Women,"$26,902,075","2,995","$26,902,075",Sep 12,Picturehouse
2008,One Missed Call,"$26,890,041","2,240","$26,890,041",Jan 4,Warner Bros.
2008,The Other Boleyn Girl,"$26,814,957","1,212","$26,814,957",Feb 29,Sony Pictures Entertainment (SPE)
2008,Street Kings,"$26,418,667","2,469","$26,418,667",Apr 11,Fox Searchlight Pictures
2008,Shutter,"$25,928,550","2,756","$25,928,550",Mar 21,Twentieth Century Fox
2008,Superhero Movie,"$25,874,034","2,965","$25,881,068",Mar 28
2008,W.,"$25,534,493","2,050","$25,534,493",Oct 17,Lionsgate
2008,Never Back Down,"$24,850,922","2,729","$24,850,922",Mar 14,Summit Entertainment
2008,Sweeney Todd: The Demon Barber of Fleet Street,"$24,613,476","1,507","$52,898,073",Dec 21,DreamWorks
2008,Traitor,"$23,530,831","2,108","$23,530,831",Aug 27,Overture Films
2008,Vicky Cristina Barcelona,"$22,772,748",726,"$23,216,709",Aug 15
2008,Babylon A.D.,"$22,532,572","3,425","$22,532,572",Aug 29,Twentieth Century Fox
2008,Slumdog Millionaire,"$22,227,362","2,943","$141,319,928",Nov 12,Fox Searchlight Pictures
2008,The Water Horse,"$21,886,231","2,777","$40,946,255",Dec 25,Revolution Studios
2008,The X Files: I Want to Believe,"$20,982,478","3,185","$20,982,478",Jul 25,Twentieth Century Fox
2008,Mad Money,"$20,668,843","2,470","$20,668,843",Jan 18,Overture Films
2008,Appaloosa,"$20,072,553","1,290","$20,211,394",Sep 19,Warner Bros.
2008,Igor,"$19,445,931","2,341","$19,528,602",Sep 19,Metro-Goldwyn-Mayer (MGM)
2008,My Best Friend's Girl,"$19,219,250","2,636","$19,219,250",Sep 19,Lionsgate
2008,Kit Kittredge: An American Girl,"$17,657,973","1,849","$17,657,973",Jun 20,Picturehouse
2008,The Ruins,"$17,432,844","2,814","$17,432,844",Apr 4,DreamWorks
2008,88 Minutes,"$17,213,467","2,168","$17,213,467",Apr 18,Sony Pictures Entertainment (SPE)
2008,Swing Vote,"$16,289,867","2,213","$16,289,867",Aug 1,Walt Disney Studios Motion Pictures
2008,Pride and Glory,"$15,740,721","2,585","$15,740,721",Oct 24,Warner Bros.
2008,Enchanted,"$15,662,788","3,730","$127,807,262",Nov 21,Walt Disney Studios Motion Pictures
2008,The Great Debaters,"$15,544,116","1,290","$30,236,407",Dec 25
2008,Bangkok Dangerous,"$15,298,133","2,654","$15,298,133",Sep 5,Lionsgate
2008,Milk,"$14,594,325",882,"$31,841,299",Nov 26,Focus Features
2008,Sea Monsters: A Prehistoric Adventure,"$14,470,286",252,"$23,746,066",Oct 5,National Geographic Entertainment
2008,Disaster Movie,"$14,190,901","2,642","$14,190,901",Aug 29,Lionsgate
2008,The Duchess,"$13,848,978","1,207","$13,848,978",Sep 19,Paramount Vantage
2008,Aliens vs. Predator: Requiem,"$13,590,647","2,617","$41,797,066",Dec 25,Twentieth Century Fox
2008,The Haunting of Molly Hartley,"$13,482,372","2,652","$13,559,812",Oct 31,Freestyle Releasing
2008,Ghost Town,"$13,367,624","1,512","$13,367,624",Sep 19,DreamWorks
2008,The Spirit,"$13,067,406","2,509","$19,806,188",Dec 25,Lionsgate
2008,Religulous,"$13,011,160",568,"$13,011,160",Oct 1,Lionsgate
2008,The Pirates Who Don't Do Anything: A VeggieTales Movie,"$12,981,269","1,340","$12,981,269",Jan 11,Universal Pictures
2008,Under the Same Moon,"$12,590,147",454,"$12,590,147",Mar 19,The Weinstein Company
2008,Fly Me to the Moon 3D,"$12,518,732",713,"$13,816,982",Aug 15,Summit Entertainment
2008,Miss Pettigrew Lives for a Day,"$12,313,694",539,"$12,313,694",Mar 7,Focus Features
2008,Soul Men,"$12,017,328","2,048","$12,082,391",Nov 7
2008,Doubt,"$11,810,755","1,287","$33,446,470",Dec 12,Miramax
2008,Meet Dave,"$11,803,254","3,011","$11,803,254",Jul 11,Twentieth Century Fox
2008,The Longshots,"$11,537,046","2,089","$11,537,046",Aug 22
2008,Be Kind Rewind,"$11,184,916",810,"$11,175,164",Feb 22,New Line Cinema
2008,Doomsday,"$11,008,770","1,938","$11,008,770",Mar 14,Rogue Pictures
2008,Stop-Loss,"$10,915,744","1,305","$10,915,744",Mar 28,Paramount Pictures
2008,The Golden Compass,"$10,244,179","3,528","$70,107,728",Dec 7,New Line Cinema
2008,Rachel Getting Married,"$10,104,295",391,"$12,796,841",Oct 3,Sony Pictures Classics
2008,Penelope,"$10,011,996","1,207","$10,011,996",Feb 29,Summit Entertainment
2008,The Kite Runner,"$9,950,597",715,"$15,800,078",Dec 14,Paramount Vantage
2008,Michael Clayton,"$9,885,291","2,585","$49,033,882",Oct 5,Warner Bros.
2008,The Express,"$9,793,406","2,810","$9,793,406",Oct 10,Universal Pictures
2008,U2,"$9,642,269",686,"$10,363,341",Jan 23,National Geographic Entertainment
2008,Smart People,"$9,511,289","1,119","$9,511,289",Apr 11,Miramax
2008,The Visitor,"$9,427,089",270,"$9,427,089",Apr 11,Overture Films
2008,The Boy in the Striped Pajamas,"$8,721,222",679,"$9,046,156",Nov 7,Miramax
2008,Sex Drive,"$8,402,485","2,421","$8,402,485",Oct 17,Summit Entertainment
2008,Punisher: War Zone,"$8,050,977","2,508","$8,050,977",Dec 5,Lionsgate
2008,Miracle at St. Anna,"$7,919,117","1,185","$7,919,117",Sep 26,Walt Disney Studios Motion Pictures
2008,City of Ember,"$7,849,215","2,023","$7,873,007",Oct 10,Twentieth Century Fox
2008,Cadillac Records,"$7,844,196",701,"$8,195,551",Dec 5,Sony Pictures Entertainment (SPE)
2008,In Bruges,"$7,800,824",232,"$7,800,824",Feb 8,Focus Features
2008,Expelled: No Intelligence Allowed,"$7,644,696","1,052","$7,720,487",Apr 18,Rocky Mountain Pictures
2008,Over Her Dead Body,"$7,564,149","1,977","$7,563,670",Feb 1,New Line Cinema
2008,Nothing Like the Holidays,"$7,163,279","1,671","$7,503,736",Dec 12,Overture Films
2008,How She Move,"$7,070,641","1,531","$7,070,641",Jan 25,Paramount Vantage
2008,Big Fat Important Movie,"$7,013,191","1,639","$7,013,191",Oct 3,Vivendi Entertainment
2008,The Orphanage,"$6,897,589",707,"$7,161,284",Dec 28,Picturehouse
2008,Strange Wilderness,"$6,575,282","1,211","$6,575,282",Feb 1,Paramount Classics
2008,Brideshead Revisited,"$6,432,256",501,"$6,432,256",Jul 25,Miramax
2008,The Rocker,"$6,409,528","2,784","$6,409,528",Aug 20,Twentieth Century Fox
2008,Tell No One,"$6,143,704",112,"$6,177,192",Jul 2,Music Box Films
2008,Run Fatboy Run,"$6,003,262","1,133","$6,003,262",Mar 28,Picturehouse
2008,Gran Torino,"$5,881,093","3,045","$148,095,302",Dec 12,Warner Bros.
2008,Mongol: The Rise of Genghis Khan,"$5,705,761",253,"$5,705,761",Jun 6,Picturehouse
2008,RocknRolla,"$5,700,626",826,"$5,700,626",Oct 8,Warner Bros.
2008,Shine a Light,"$5,505,267",277,"$5,505,267",Apr 4,Paramount Vantage
2008,The Counterfeiters,"$5,488,570",170,"$5,488,570",Feb 22,Sony Pictures Classics
2008,Walk Hard: The Dewey Cox Story,"$5,242,050","2,650","$18,317,151",Dec 21,Sony Pictures Entertainment (SPE)
2008,Dolphins and Whales 3D: Tribes of the Ocean,"$5,215,033",42,"$7,714,996",Feb 15,3D Entertainment
2008,The Diving Bell and the Butterfly,"$5,101,666",213,"$6,003,227",Nov 30,Miramax
2008,Hamlet 2,"$4,886,216","1,597","$4,886,216",Aug 22,Focus Features
2008,Magnificent Desolation: Walking on the Moon,"$4,875,063",82,"$34,137,524",Sep 23,IMAX
2008,The Savages,"$4,808,372",201,"$6,623,082",Nov 28,Fox Searchlight Pictures
2008,In the Name of the King: A Dungeon Siege Tale,"$4,774,473","1,632","$4,775,656",Jan 11,Freestyle Releasing
2008,College,"$4,694,636","2,124","$4,694,636",Aug 29,Metro-Goldwyn-Mayer (MGM)
2008,Deception,"$4,598,506","2,001","$4,598,506",Apr 25,Twentieth Century Fox
2008,Flash of Genius,"$4,442,377","1,098","$4,442,377",Oct 3,Universal Pictures
2008,Space Station 3D,"$4,397,599",64,"$93,383,953",Apr 19,IMAX
2008,Frost/Nixon,"$4,369,220","1,105","$18,622,031",Dec 5,Universal Pictures
2008,Persepolis,"$4,310,455",536,"$4,445,756",Dec 25,Sony Pictures Classics
2008,Witless Protection,"$4,161,625","1,354","$4,161,625",Feb 22,Lionsgate
2008,Bottle Shock,"$4,078,607",401,"$4,078,607",Aug 6,Freestyle Releasing
2008,Young@Heart,"$3,992,189",212,"$3,992,189",Apr 9,Fox Searchlight Pictures
2008,Charlie Bartlett,"$3,951,699","1,122","$3,951,699",Feb 22,Metro-Goldwyn-Mayer (MGM)
