year,name,gross,theaters,totalGross,relDate,distributor
1996,Jack,"$58,620,973","2,232","$58,620,973",Aug 9,Walt Disney Studios Motion Pictures
1996,12 Monkeys,"$56,985,718","1,629","$57,141,459",Dec 29,Universal Pictures
1996,Executive Decision,"$56,569,216","2,289","$56,569,216",Mar 15,Warner Bros.
1996,Primal Fear,"$56,116,183","1,983","$56,116,183",Apr 5,Paramount Pictures
1996,Jingle All the Way,"$54,099,870","2,404","$60,592,389",Nov 22,Twentieth Century Fox
1996,Tin Cup,"$53,854,588","2,102","$53,854,588",Aug 16,Warner Bros.
1996,Sleepers,"$53,315,285","2,080","$53,315,285",Oct 18,Warner Bros.
1996,DragonHeart,"$51,367,375","2,193","$51,367,375",May 31,Universal Pictures
1996,Up Close & Personal,"$51,088,705","1,639","$51,088,705",Mar 1,Walt Disney Studios Motion Pictures
1996,Jumanji,"$50,903,131","2,530","$100,475,249",Dec 15,Sony Pictures Entertainment (SPE)
1996,Grumpier Old Men,"$48,005,396","2,037","$71,518,503",Dec 22,Warner Bros.
1996,Toy Story,"$45,597,550","2,574","$191,796,233",Nov 22,Walt Disney Studios Motion Pictures
1996,Beavis and Butt-Head Do America,"$43,398,639","2,417","$63,118,386",Dec 20,Paramount Pictures
1996,Romeo + Juliet,"$41,668,083","1,963","$46,351,345",Nov 1,Twentieth Century Fox
1996,The Mirror Has Two Faces,"$41,083,864","2,489","$41,083,864",Nov 15,Sony Pictures Entertainment (SPE)
1996,Sense and Sensibility,"$39,422,699","1,054","$43,182,776",Dec 15,Sony Pictures Entertainment (SPE)
1996,Dead Man Walking,"$39,220,168",821,"$39,363,635",Dec 29,Gramercy Pictures (I)
1996,Happy Gilmore,"$38,824,099","2,069","$38,824,099",Feb 16,Universal Pictures
1996,The Ghost and the Darkness,"$38,619,405","2,202","$38,619,405",Oct 11,Paramount Pictures
1996,Waiting to Exhale,"$37,445,728","1,402","$67,052,156",Dec 22,Twentieth Century Fox
1996,Set It Off,"$36,461,139","1,016","$36,461,139",Nov 8,New Line Cinema
1996,Heat,"$35,693,301","1,704","$67,436,818",Dec 15,Warner Bros.
1996,The Truth About Cats & Dogs,"$34,861,807","1,654","$34,861,807",Apr 26,Twentieth Century Fox
1996,A Thin Line Between Love and Hate,"$34,767,836","1,131","$34,767,836",Apr 5,New Line Cinema
1996,Muppet Treasure Island,"$34,327,391","2,089","$34,327,391",Feb 16,Walt Disney Studios Motion Pictures
1996,Matilda,"$33,459,416","2,006","$33,459,416",Aug 2,Sony Pictures Entertainment (SPE)
1996,The Long Kiss Goodnight,"$33,447,612","2,404","$33,447,612",Oct 11,New Line Cinema
1996,Striptease,"$33,109,743","1,979","$33,109,743",Jun 28,Sony Pictures Entertainment (SPE)
1996,Homeward Bound II: Lost in San Francisco,"$32,772,492","2,129","$32,772,492",Mar 8,Walt Disney Studios Motion Pictures
1996,Black Sheep,"$32,417,995","2,092","$32,417,995",Feb 2,Paramount Pictures
1996,Rumble in the Bronx,"$32,392,047","1,794","$32,392,047",Feb 23,New Line Cinema
1996,Michael,"$31,904,305","2,325","$95,318,203",Dec 25,New Line Cinema
1996,Leaving Las Vegas,"$31,525,707","1,310","$32,029,928",Oct 27,Metro-Goldwyn-Mayer (MGM)
1996,Eddie,"$31,387,164","2,000","$31,387,164",May 31,Walt Disney Studios Motion Pictures
1996,Father of the Bride Part II,"$30,434,167","2,148","$76,594,107",Dec 8,Walt Disney Studios Motion Pictures
1996,Sgt. Bilko,"$30,356,793","2,326","$30,356,793",Mar 29,Universal Pictures
1996,The Preacher's Wife,"$29,977,130","2,008","$48,102,795",Dec 13,Walt Disney Studios Motion Pictures
1996,James and the Giant Peach,"$28,946,127","2,268","$28,946,127",Apr 12,Walt Disney Studios Motion Pictures
1996,The Island of Dr. Moreau,"$27,663,982","2,039","$27,663,982",Aug 23,New Line Cinema
1996,Mars Attacks!,"$27,610,285","1,955","$37,771,017",Dec 13,Warner Bros.
1996,Sabrina,"$27,572,631","1,976","$53,672,080",Dec 15,Paramount Pictures
1996,Spy Hard,"$26,960,191","2,319","$26,960,191",May 24,Walt Disney Studios Motion Pictures
1996,Eye for an Eye,"$26,877,589","1,680","$26,877,589",Jan 12,Paramount Pictures
1996,Harriet the Spy,"$26,570,048","1,876","$26,570,048",Jul 12,Paramount Pictures
1996,First Kid,"$26,491,793","1,878","$26,491,793",Aug 30,Walt Disney Studios Motion Pictures
1996,Daylight,"$25,870,335","2,189","$33,023,469",Dec 6,Universal Pictures
1996,That Thing You Do!,"$25,857,416","1,887","$25,857,416",Oct 4,Twentieth Century Fox
1996,From Dusk Till Dawn,"$25,836,616","2,007","$25,836,616",Jan 19,Miramax
1996,Down Periscope,"$25,785,603","2,026","$25,785,603",Mar 1,Twentieth Century Fox
1996,Escape from L.A.,"$25,477,365","2,312","$25,477,365",Aug 9,Paramount Pictures
1996,Fly Away Home,"$25,143,818","1,401","$25,143,818",Sep 13,Sony Pictures Entertainment (SPE)
1996,Kingpin,"$25,023,434","1,975","$25,023,434",Jul 26,Metro-Goldwyn-Mayer (MGM)
1996,The Craft,"$24,819,936","1,762","$24,819,936",May 3,Sony Pictures Entertainment (SPE)
1996,Scream,"$24,242,612","1,994","$103,046,663",Dec 20,Dimension Films
1996,Fargo,"$24,083,318",716,"$24,611,975",Mar 8,Gramercy Pictures (I)
1996,The English Patient,"$23,795,812","1,409","$78,676,425",Nov 15,Miramax
1996,D3: The Mighty Ducks,"$22,955,097","2,060","$22,955,097",Oct 4,Walt Disney Studios Motion Pictures
1996,The Juror,"$22,754,725","2,205","$22,754,725",Feb 2,Sony Pictures Entertainment (SPE)
1996,Emma,"$22,231,658",848,"$22,231,658",Aug 2,Miramax
1996,One Fine Day,"$21,850,822","1,975","$46,151,454",Dec 20,Twentieth Century Fox
1996,The Quest,"$21,686,547","2,098","$21,686,547",Apr 26,Universal Pictures
1996,Bulletproof,"$21,576,954","2,242","$21,576,954",Sep 6,Universal Pictures
1996,A Very Brady Sequel,"$21,440,752","2,147","$21,440,752",Aug 23,Paramount Pictures
1996,High School High,"$21,302,121","2,146","$21,302,121",Oct 25,Sony Pictures Entertainment (SPE)
1996,Chain Reaction,"$21,226,204","2,256","$21,226,204",Aug 2,Twentieth Century Fox
1996,Multiplicity,"$21,075,014","2,134","$21,075,014",Jul 19,Sony Pictures Entertainment (SPE)
1996,Oliver & Company,"$20,872,291","2,189","$20,872,291",Mar 29,Walt Disney Studios Motion Pictures
1996,Fear,"$20,831,000","1,615","$20,831,000",Apr 12,Universal Pictures
1996,The Glimmer Man,"$20,351,264","2,236","$20,351,264",Oct 4,Warner Bros.
1996,City Hall,"$20,340,204","1,815","$20,340,204",Feb 16,Sony Pictures Entertainment (SPE)
1996,The Postman,"$20,320,837",430,"$21,848,932",Jun 16,Miramax
1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"$20,109,115","1,010","$20,109,115",Jan 12,Miramax
1996,Flipper,"$20,080,020","2,419","$20,080,020",May 17,Universal Pictures
1996,Bed of Roses,"$19,030,691","1,575","$19,030,691",Jan 26,New Line Cinema
1996,Kazaam,"$18,937,262","2,019","$18,937,262",Jul 19,Walt Disney Studios Motion Pictures
1996,The Fan,"$18,626,419","2,016","$18,626,419",Aug 16,Sony Pictures Entertainment (SPE)
1996,Last Man Standing,"$18,115,927","2,579","$18,115,927",Sep 20,New Line Cinema
1996,The Crow: City of Angels,"$17,917,287","2,423","$17,917,287",Aug 30,Miramax
1996,Extreme Measures,"$17,380,126","2,298","$17,380,126",Sep 27,Sony Pictures Entertainment (SPE)
1996,The Phantom,"$17,323,326","2,163","$17,323,326",Jun 7,Paramount Pictures
1996,Fled,"$17,193,231","2,104","$17,193,231",Jul 19,Metro-Goldwyn-Mayer (MGM)
1996,Diabolique,"$17,100,266","1,824","$17,100,266",Mar 22,Warner Bros.
1996,The Frighteners,"$16,759,216","1,675","$16,759,216",Jul 19,Universal Pictures
1996,Trainspotting,"$16,491,080",357,"$16,491,080",Jul 19,Miramax
1996,Supercop,"$16,270,600","1,469","$16,270,600",Jul 26,Miramax
1996,Thinner,"$15,315,484","2,009","$15,315,484",Oct 25,Paramount Pictures
1996,The Adventures of Pinocchio,"$15,094,530","1,879","$15,094,530",Jul 26,New Line Cinema
1996,GoldenEye,"$15,080,102","2,667","$106,429,941",Nov 17,Metro-Goldwyn-Mayer (MGM)
1996,The Substitute,"$14,818,176","1,762","$14,818,176",Apr 19,Orion Pictures
1996,Flirting with Disaster,"$14,636,122",969,"$14,702,438",Mar 22,Miramax
1996,The Chamber,"$14,551,359","2,032","$14,551,359",Oct 11,Universal Pictures
1996,Maximum Risk,"$14,502,483","2,358","$14,502,483",Sep 13,Sony Pictures Entertainment (SPE)
1996,The Arrival,"$14,063,331","1,693","$14,063,331",May 31,Orion Pictures
1996,Bio-Dome,"$13,427,615","1,510","$13,427,615",Jan 12,Metro-Goldwyn-Mayer (MGM)
1996,Babe,"$13,333,935","1,790","$63,658,910",Aug 4,Universal Pictures
1996,The Associate,"$12,844,057","1,781","$12,844,057",Oct 25,Walt Disney Studios Motion Pictures
1996,Mr. Wrong,"$12,825,141","1,487","$12,825,141",Feb 16,Walt Disney Studios Motion Pictures
1996,The Spitfire Grill,"$12,658,486","1,247","$12,658,486",Aug 23,Sony Pictures Entertainment (SPE)
1996,Tom and Huck,"$12,649,799","1,614","$23,920,048",Dec 22,Walt Disney Studios Motion Pictures
1996,My Fellow Americans,"$12,197,141","1,915","$22,313,201",Dec 20,Warner Bros.
1996,Lone Star,"$11,962,634",143,"$12,408,986",Jun 21,Sony Pictures Classics
1996,Alaska,"$11,829,959","1,566","$11,829,959",Aug 14,Sony Pictures Entertainment (SPE)
1996,Big Night,"$11,651,643",336,"$12,008,376",Sep 20,The Samuel Goldwyn Company
1996,Mulholland Falls,"$11,526,099","1,625","$11,526,099",Apr 26,Metro-Goldwyn-Mayer (MGM)
1996,2 Days in the Valley,"$11,132,210",855,"$11,132,210",Sep 27,Metro-Goldwyn-Mayer (MGM)
1996,The American President,"$11,007,033","1,508","$60,079,496",Nov 17,Sony Pictures Entertainment (SPE)
1996,Michael Collins,"$11,001,480",878,"$11,092,559",Oct 11,Warner Bros.
1996,Two If by Sea,"$10,658,278","1,796","$10,658,278",Jan 12,Warner Bros.
1996,Se7en,"$10,645,756","2,528","$100,125,643",Sep 22,New Line Cinema
1996,Beautiful Girls,"$10,597,759",803,"$10,597,759",Feb 9,Miramax
1996,White Squall,"$10,292,300","1,524","$10,292,300",Feb 2,Walt Disney Studios Motion Pictures
1996,Sunset Park,"$10,163,782","1,257","$10,163,782",Apr 26,Sony Pictures Entertainment (SPE)
1996,A Family Thing,"$10,125,417","1,134","$10,125,417",Mar 29,Metro-Goldwyn-Mayer (MGM)
1996,Mrs. Winterbourne,"$10,082,005","1,612","$10,082,005",Apr 19,Sony Pictures Entertainment (SPE)
1996,Dunston Checks In,"$9,871,065","1,292","$9,871,065",Jan 12,Twentieth Century Fox
1996,She's the One,"$9,538,948",464,"$9,538,948",Aug 23,Fox Searchlight Pictures
1996,Sudden Death,"$9,379,791","1,687","$20,350,171",Dec 22,Universal Pictures
1996,Hellraiser: Bloodline,"$9,336,886","1,465","$9,336,886",Mar 8,Miramax
1996,Celtic Pride,"$9,255,027","1,836","$9,255,027",Apr 19,Walt Disney Studios Motion Pictures
1996,Before and After,"$8,797,839","1,318","$8,797,839",Feb 23,Walt Disney Studios Motion Pictures
1996,All Dogs Go to Heaven 2,"$8,620,678","2,037","$8,620,678",Mar 29,Metro-Goldwyn-Mayer (MGM)
1996,Braveheart,"$8,584,004","2,037","$75,609,945",May 24,Paramount Pictures
1996,The Rich Man's Wife,"$8,543,587","1,009","$8,543,587",Sep 13,Walt Disney Studios Motion Pictures
1996,Larger Than Life,"$8,315,693","2,433","$8,315,693",Nov 1,Metro-Goldwyn-Mayer (MGM)
1996,The Great White Hype,"$8,008,255","1,499","$8,008,255",May 3,Twentieth Century Fox
1996,Nixon,"$7,478,809",977,"$13,681,765",Dec 22,Walt Disney Studios Motion Pictures
1996,Dear God,"$7,138,523","1,774","$7,138,523",Nov 1,Paramount Pictures
1996,House Arrest,"$7,032,782","1,623","$7,032,782",Aug 16,Metro-Goldwyn-Mayer (MGM)
1996,The Evening Star,"$6,170,784","1,268","$12,767,815",Dec 27,Paramount Pictures
1996,Balto,"$6,169,877","1,433","$11,348,324",Dec 22,Universal Pictures
1996,Last Dance,"$5,939,449","1,563","$5,939,449",May 3,Walt Disney Studios Motion Pictures
1996,Bordello of Blood,"$5,781,045","1,695","$5,781,045",Aug 16,Universal Pictures
1996,Casino,"$5,778,365","1,631","$42,512,375",Nov 22,Universal Pictures
1996,Get on the Bus,"$5,754,249","1,207","$5,754,249",Oct 18,Sony Pictures Entertainment (SPE)
1996,Screamers,"$5,711,695","1,560","$5,711,695",Jan 26,Sony Pictures Entertainment (SPE)
1996,Mary Reilly,"$5,707,094","1,470","$5,707,094",Feb 23,Sony Pictures Entertainment (SPE)
1996,Cold Comfort Farm,"$5,682,429",6,"$5,682,429",May 10,Gramercy Pictures (I)
1996,The Pallbearer,"$5,656,388",829,"$5,656,388",May 3,Miramax
1996,Jane Eyre,"$5,200,601",35,"$5,200,601",Apr 12,Miramax
1996,Solo,"$5,107,669","1,230","$5,107,669",Aug 23,Sony Pictures Entertainment (SPE)
1996,Heaven's Prisoners,"$5,009,305",907,"$5,009,305",May 17,New Line Cinema
1996,Girl 6,"$4,939,939","1,077","$4,939,939",Mar 22,Fox Searchlight Pictures
1996,Joe's Apartment,"$4,619,014","1,512","$4,619,014",Jul 26,Warner Bros.
1996,Swingers,"$4,448,950",160,"$4,555,020",Oct 18,Miramax
1996,Ed,"$4,422,380","1,583","$4,422,380",Mar 15,Universal Pictures
1996,Ace Ventura: When Nature Calls,"$4,414,588","2,705","$108,385,533",Nov 10,Warner Bros.
1996,Bogus,"$4,357,406","1,209","$4,357,406",Sep 6,Warner Bros.
1996,Antonia's Line,"$4,228,275",73,"$4,228,275",Feb 2,First Look International
1996,To Gillian on Her 37th Birthday,"$4,189,233",807,"$4,189,233",Oct 18,Sony Pictures Entertainment (SPE)
1996,Cutthroat Island,"$4,087,966","1,619","$10,017,322",Dec 22,Metro-Goldwyn-Mayer (MGM)
1996,Dracula: Dead and Loving It,"$4,063,379","1,425","$10,772,144",Dec 22,Sony Pictures Entertainment (SPE)
1996,Restoration,"$3,963,480",457,"$4,005,941",Dec 29,Miramax
1996,Bound,"$3,802,260",262,"$3,802,260",Oct 4,Gramercy Pictures (I)
1996,Original Gangstas,"$3,718,087",480,"$3,718,087",May 10,Orion Pictures
1996,Shine,"$3,705,487","1,050","$35,892,330",Nov 22,Fine Line Features
1996,The Trigger Effect,"$3,622,979",524,"$3,622,979",Aug 30,Gramercy Pictures (I)
1996,Moll Flanders,"$3,486,957",311,"$3,486,957",Jun 14,Metro-Goldwyn-Mayer (MGM)
1996,Carpool,"$3,325,651","1,487","$3,325,651",Aug 23,Warner Bros.
1996,Feeling Minnesota,"$3,124,440",869,"$3,124,440",Sep 13,New Line Cinema
1996,Barb Wire,"$3,120,088","1,312","$3,793,614",May 3,Gramercy Pictures (I)
1996,Basquiat,"$3,011,195",109,"$3,011,195",Aug 9,Miramax
1996,Unforgettable,"$2,821,671","1,573","$2,821,671",Feb 23,Metro-Goldwyn-Mayer (MGM)
1996,The Crucible,"$2,782,915",344,"$7,343,114",Nov 29,Twentieth Century Fox
1996,Richard III,"$2,636,319",130,"$2,684,904",Dec 29,United Artists
1996,The Stupids,"$2,491,989","1,292","$2,491,989",Aug 30,New Line Cinema
1996,If Lucy Fell,"$2,420,162","1,200","$2,420,162",Mar 8,Sony Pictures Entertainment (SPE)
1996,Lawnmower Man 2: Beyond Cyberspace,"$2,409,225","1,589","$2,409,225",Jan 12,New Line Cinema
1996,Kids in the Hall: Brain Candy,"$2,389,246",413,"$2,654,308",Apr 12,Paramount Pictures
1996,Four Rooms,"$2,293,332",319,"$4,257,354",Dec 22,Miramax
1996,Once Upon a Time... When We Were Colored,"$2,291,255",77,"$2,291,255",Jan 26
1996,Faithful,"$2,104,439",803,"$2,104,439",Apr 5,New Line Cinema
1996,Big Bully,"$2,042,530","1,143","$2,042,530",Jan 26,Warner Bros.
1996,Surviving Picasso,"$2,021,348",49,"$2,021,348",Sep 20,Warner Bros.
1996,Race the Sun,"$1,945,552","1,218","$1,945,552",Mar 22,Sony Pictures Entertainment (SPE)
1996,I Shot Andy Warhol,"$1,875,527",58,"$1,875,527",May 1,Orion Pictures
1996,Shanghai Triad,"$1,731,917",43,"$2,086,101",Dec 20,Sony Pictures Classics
1996,The City of Lost Children,"$1,684,485",36,"$1,738,611",Dec 15,Sony Pictures Classics
1996,Beautiful Thing,"$1,548,120",2,"$1,548,120",Oct 9,Sony Pictures Entertainment (SPE)
1996,Microcosmos,"$1,433,210",43,"$1,433,210",Oct 9,Miramax
1996,The Celluloid Closet,"$1,400,591",38,"$1,400,591",Mar 15,Sony Pictures Classics
