year,name,gross,theaters,totalGross,relDate,distributor
1983,Best Friends,"$21,027,417","1,080","$36,821,203",Dec 17,Warner Bros.
1983,The Toy,"$20,961,770","1,542","$47,118,057",Dec 10,Columbia Pictures
1983,The Dead Zone,"$20,766,616","1,293","$20,766,616",Oct 21,Paramount Pictures
1983,Breathless,"$19,910,002","1,166","$19,910,002",May 13,Orion Pictures
1983,Scarface,"$19,228,856","1,008","$44,668,798",Dec 9,Universal Pictures
1983,Max Dugan Returns,"$17,613,720",801,"$17,613,720",Mar 25,Twentieth Century Fox
1983,Valley Girl,"$17,343,596",442,"$17,343,596",Apr 29,Atlantic Releasing Corporation
1983,All the Right Moves,"$17,233,166",909,"$17,233,166",Oct 21,Twentieth Century Fox
1983,Krull,"$16,519,460","1,289","$16,519,460",Jul 29,Columbia Pictures
1983,Spacehunter: Adventures in the Forbidden Zone,"$16,478,265","1,344","$16,478,265",May 20,Columbia Pictures
1983,Richard Pryor... Here and Now,"$16,156,776","1,411","$16,156,776",Oct 28,Columbia Pictures
1983,Still Smokin,"$15,543,710",730,"$15,543,710",May 6,Paramount Pictures
1983,The Meaning of Life,"$14,929,552",554,"$14,929,552",Apr 1,Universal Pictures
1983,Private School,"$14,049,540","1,024","$14,049,540",Jul 29,Universal Pictures
1983,The Survivors,"$14,000,000","1,014","$14,000,000",Jun 24,Columbia Pictures
1983,Educating Rita,"$13,511,183",407,"$14,648,076",Sep 23,Columbia Pictures
1983,The Entity,"$13,277,558","1,035","$13,277,558",Feb 4,Twentieth Century Fox
1983,A Christmas Story,"$13,242,970",938,"$19,294,144",Nov 18,Metro-Goldwyn-Mayer (MGM)
1983,The Man from Snowy River,"$13,081,413",517,"$20,659,423",Nov 5,Twentieth Century Fox
1983,Stroker Ace,"$13,000,000","1,385","$13,000,000",Jul 1,Universal Pictures
1983,Yentl,"$12,932,975",747,"$40,218,899",Nov 18,Metro-Goldwyn-Mayer (MGM)
1983,Lone Wolf McQuade,"$12,232,628","1,221","$12,232,628",Apr 15,Orion Pictures
1983,The Black Stallion Returns,"$12,049,108","1,376","$12,049,108",Mar 25,Metro-Goldwyn-Mayer (MGM)
1983,The Right Stuff,"$12,040,177",627,"$21,192,102",Oct 21,Warner Bros.
1983,The Sword in the Stone,"$12,000,000",741,"$12,000,000",Mar 25,Walt Disney Studios Motion Pictures
1983,Deathstalker,"$11,919,250",250,"$11,919,250",Sep 2,New World Pictures
1983,Two of a Kind,"$11,845,584","1,278","$23,646,952",Dec 16,Twentieth Century Fox
1983,Zelig,"$11,798,616",245,"$11,798,616",Jul 15,Warner Bros.
1983,The Lords of Discipline,"$11,787,127",800,"$11,787,127",Feb 18,Paramount Pictures
1983,Revenge of the Ninja,"$11,753,592",504,"$13,168,027",Sep 9,Metro-Goldwyn-Mayer (MGM)
1983,Christine,"$11,669,834","1,101","$21,017,849",Dec 9,Columbia Pictures
1983,They Call Me Bruce,"$11,666,716",324,"$16,894,678",Nov 12
1983,Indiana Jones and the Raiders of the Lost Ark,"$11,374,454",628,"$11,374,454",Mar 25,Paramount Pictures
1983,Uncommon Valor,"$11,199,014","1,076","$30,503,151",Dec 16,Paramount Pictures
1983,Kiss Me Goodbye,"$11,136,217",803,"$15,782,759",Dec 24,Twentieth Century Fox
1983,Hercules,"$10,676,194","1,014","$10,676,194",Aug 26,Metro-Goldwyn-Mayer (MGM)
1983,The House on Sorority Row,"$10,604,986",153,"$10,604,986",Jan 21
1983,The Rescuers,"$10,402,488","1,040","$21,000,000",Dec 16,Walt Disney Studios Motion Pictures
1983,Doctor Detroit,"$10,375,893","1,343","$10,375,893",May 6,Universal Pictures
1983,Deal of the Century,"$10,369,581","1,226","$10,369,581",Nov 4,Warner Bros.
1983,The Man with Two Brains,"$10,353,438","1,203","$10,353,438",Jun 3,Warner Bros.
1983,The Year of Living Dangerously,"$10,278,575",690,"$10,278,575",Jan 21,Warner Bros.
1983,Brainstorm,"$10,219,460",498,"$10,219,460",Sep 30,Metro-Goldwyn-Mayer (MGM)
1983,Lovesick,"$10,171,304",744,"$10,171,304",Feb 18,Warner Bros.
1983,Peter Pan,"$9,886,325",800,"$17,200,000",Dec 17,Walt Disney Studios Motion Pictures
1983,Without a Trace,"$9,632,062",721,"$9,632,062",Feb 4,Twentieth Century Fox
1983,Bad Boys,"$9,190,819",535,"$9,190,819",Mar 25,Universal Pictures
1983,Airplane II: The Sequel,"$9,092,626","1,300","$27,150,534",Dec 10,Paramount Pictures
1983,Strange Brew,"$8,571,374",849,"$8,571,374",Aug 26,Metro-Goldwyn-Mayer (MGM)
1983,Tender Mercies,"$8,443,124",37,"$8,443,124",Mar 4,Universal Pictures
1983,Something Wicked This Way Comes,"$8,400,000",817,"$8,400,000",Apr 29,Walt Disney Studios Motion Pictures
1983,The Smurfs and the Magic Flute,"$7,401,664",432,"$11,234,220",Oct 7,Atlantic Releasing Corporation
1983,10 to Midnight,"$7,175,592",595,"$7,175,592",Mar 11,Metro-Goldwyn-Mayer (MGM)
1983,Romantic Comedy,"$6,857,733",911,"$6,857,733",Oct 7,Metro-Goldwyn-Mayer (MGM)
1983,The Osterman Weekend,"$6,486,797",670,"$6,486,797",Oct 21,Twentieth Century Fox
1983,The Sting II,"$6,347,072","1,294","$6,347,072",Feb 18,Universal Pictures
1983,Amityville 3-D,"$6,333,135","1,254","$6,333,135",Nov 18,Orion Pictures
1983,Chained Heat,"$6,149,983",417,"$6,149,983",May 27
1983,D.C. Cab,"$6,075,142",908,"$16,134,627",Dec 16,Universal Pictures
1983,Silkwood,"$6,018,002",843,"$35,615,609",Dec 16,Twentieth Century Fox
1983,Beyond the Limit,"$5,997,566",707,"$5,997,566",Sep 30,Paramount Pictures
1983,The Hunger,"$5,979,292",775,"$5,979,292",Apr 29,Metro-Goldwyn-Mayer (MGM)
1983,Local Hero,"$5,895,761",207,"$5,895,761",Feb 18,Warner Bros.
1983,Porky's,"$5,797,190","1,192","$5,797,190",May 6,Twentieth Century Fox
1983,Under Fire,"$5,696,391",816,"$5,696,391",Oct 21,Orion Pictures
1983,Smokey and the Bandit Part 3,"$5,678,950","1,119","$5,678,950",Aug 12,Universal Pictures
1983,Gorky Park,"$5,591,739",631,"$15,856,028",Dec 16,Orion Pictures
1983,A Night in Heaven,"$5,563,663",901,"$5,563,663",Nov 18,Twentieth Century Fox
1983,The Star Chamber,"$5,555,305",796,"$5,555,305",Aug 5,Twentieth Century Fox
1983,To Be or Not to Be,"$5,445,121",645,"$13,030,214",Dec 16,Twentieth Century Fox
1983,Metalstorm: The Destruction of Jared-Syn,"$5,301,085",784,"$5,301,085",Aug 19,Universal Pictures
1983,Nightmares,"$5,266,167","1,025","$6,670,680",Sep 2,Universal Pictures
1983,The Man Who Loved Women,"$5,194,011",845,"$10,964,231",Dec 16,Columbia Pictures
1983,Vigilante,"$5,091,888",250,"$5,091,888",Mar 4
1983,Eddie and the Cruisers,"$4,786,789",475,"$4,786,789",Sep 23,Embassy Pictures
1983,Curse of the Pink Panther,"$4,491,986",812,"$4,491,986",Aug 12,Metro-Goldwyn-Mayer (MGM)
1983,Mortuary,"$4,319,001",146,"$4,319,001",Sep 2
1983,Trenchcoat,"$4,304,286",723,"$4,304,286",Mar 11,Walt Disney Studios Motion Pictures
1983,Yellowbeard,"$4,300,000",761,"$4,300,000",Jun 24,Orion Pictures
1983,The Keep,"$4,218,594",508,"$4,218,594",Dec 16,Paramount Pictures
1983,Trail of the Pink Panther,"$4,077,197",806,"$9,056,073",Dec 17,Metro-Goldwyn-Mayer (MGM)
1983,Joysticks,"$3,952,448",310,"$3,952,448",Mar 4
1983,Let's Spend the Night Together,"$3,821,199",475,"$3,821,199",Feb 11,Embassy Pictures
1983,Running Brave,"$3,000,000",440,"$3,000,000",Nov 4,Walt Disney Studios Motion Pictures
1983,The Golden Seal,"$2,869,628",435,"$6,666,725",Aug 19,The Samuel Goldwyn Company
1983,Yor: The Hunter from the Future,"$2,810,199","1,425","$2,810,199",Aug 19,Columbia Pictures
1983,Six Weeks,"$2,698,451",613,"$6,668,025",Dec 17,Universal Pictures
1983,The Final Option,"$2,666,873",338,"$2,666,873",Sep 16,Metro-Goldwyn-Mayer (MGM)
1983,The King of Comedy,"$2,536,242",76,"$2,536,242",Feb 18,Twentieth Century Fox
1983,Rumble Fish,"$2,494,480",296,"$2,494,480",Oct 8,Universal Pictures
1983,The Man Who Wasn't There,"$2,443,487",980,"$2,443,487",Aug 12,Paramount Pictures
1983,Table for Five,"$2,439,705",181,"$2,439,705",Feb 18,Warner Bros.
1983,Tough Enough,"$2,433,722",538,"$2,433,722",Mar 25,Twentieth Century Fox
1983,"Man, Woman and Child","$2,314,561",350,"$2,314,561",Apr 1,Paramount Pictures
1983,Merry Christmas Mr. Lawrence,"$2,306,560",196,"$2,306,560",Aug 26,Universal Pictures
1983,Videodrome,"$2,120,439",600,"$2,120,439",Feb 4,Universal Pictures
1983,Friday the 13th Part III,"$2,108,548",520,"$2,108,548",May 13,Paramount Pictures
1983,Testament,"$2,044,892",41,"$2,044,892",Nov 4,Paramount Pictures
1983,Pieces,"$2,032,311",104,"$2,032,311",Sep 23
1983,Savage Islands,"$1,963,756",925,"$1,963,756",Nov 18,Paramount Pictures
1983,Baby It's You,"$1,867,792",30,"$1,867,792",Mar 4,Paramount Pictures
1983,Strange Invaders,"$1,362,303",274,"$1,362,303",Sep 16,Orion Pictures
1983,Losin' It,"$1,246,141",180,"$1,246,141",Apr 8,Embassy Pictures
1983,The Lonely Lady,"$1,223,200",703,"$1,223,200",Sep 30,Universal Pictures
1983,Never Cry Wolf,"$1,116,437",540,"$29,600,000",Oct 7,Walt Disney Studios Motion Pictures
1983,Of Unknown Origin,"$1,080,470",199,"$1,080,470",Nov 23,Warner Bros.
1983,Getting It On,"$975,414",350,"$975,414",Aug 19
1983,Rocky III,"$902,228","1,071","$902,228",May 6,Metro-Goldwyn-Mayer (MGM)
1983,American Playhouse: The Ballad of Gregorio Cortez,"$804,963",32,"$804,963",Aug 19,Embassy Pictures
1983,Fire and Ice,"$760,883",89,"$760,883",Aug 26,Twentieth Century Fox
1983,The Pirates of Penzance,"$694,497",91,"$694,497",Feb 18,Universal Pictures
1983,Poltergeist,"$536,108",593,"$536,108",May 20,Metro-Goldwyn-Mayer (MGM)
1983,Puberty Blues,"$237,000",1,"$237,000",Jul 15,Universal Classics
1983,Screwballs,"$210,000",128,"$2,082,215",Apr 1,New World Pictures
